0	0	4.0
0	1	2.5454545454545454
1	2	4.0
1	3	3.9602649006622515
1	4	3.920529801324503
1	5	3.874172185430463
1	6	3.8278145695364234
1	7	3.7814569536423837
1	8	3.735099337748344
1	9	3.688741721854304
1	10	3.635761589403973
1	11	3.5827814569536423
1	12	3.5298013245033113
1	13	3.4701986754966887
1	14	3.410596026490066
1	15	3.3509933774834435
1	16	3.291390728476821
1	17	3.2317880794701983
1	18	3.1721854304635757
1	19	3.112582781456953
1	20	3.0463576158940393
1	21	2.9801324503311255
1	22	2.9139072847682117
1	23	2.8410596026490063
1	24	2.768211920529801
1	25	2.6953642384105954
1	26	2.62251655629139
1	27	2.5430463576158933
1	28	2.4635761589403966
1	29	2.3841059602649
1	30	2.298013245033112
1	31	2.211920529801324
1	32	2.1192052980132443
1	33	2.026490066225165
1	34	1.9271523178807939
1	35	1.8211920529801315
1	36	1.6887417218543037
1	37	1.5496688741721845
1	38	1.4105960264900652
1	39	1.238410596026489
1	40	0.9867549668874163
1	41	0.7086092715231779
1	42	0.4039735099337739
2	43	4.0
2	44	3.973941368078176
2	45	3.9478827361563518
2	46	3.9218241042345277
2	47	3.8957654723127035
2	48	3.8653637350705754
2	49	3.8349619978284473
2	50	3.804560260586319
2	51	3.774158523344191
2	52	3.743756786102063
2	53	3.7133550488599347
2	54	3.6786102062975026
2	55	3.6395222584147664
2	56	3.6004343105320302
2	57	3.561346362649294
2	58	3.522258414766558
2	59	3.4788273615635177
2	60	3.4353963083604775
2	61	3.3919652551574373
2	62	3.348534201954397
2	63	3.300760043431053
2	64	3.2529858849077087
2	65	3.2052117263843645
2	66	3.1574375678610203
2	67	3.109663409337676
2	68	3.057546145494028
2	69	3.0054288816503796
2	70	2.9533116178067313
2	71	2.901194353963083
2	72	2.844733984799131
2	73	2.7839305103148746
2	74	2.7231270358306183
2	75	2.662323561346362
2	76	2.5971769815418018
2	77	2.5320304017372415
2	78	2.466883821932681
2	79	2.397394136807817
2	80	2.3279044516829526
2	81	2.2584147665580883
2	82	2.18458197611292
2	83	2.1107491856677516
2	84	2.0369163952225833
2	85	1.963083604777415
2	86	1.8892508143322466
2	87	1.8110749185667743
2	88	1.732899022801302
2	89	1.6503800217155256
2	90	1.5678610206297492
2	91	1.4809989142236688
2	92	1.3941368078175884
2	93	1.307274701411508
2	94	1.2204125950054276
2	95	1.1292073832790432
2	96	1.0380021715526588
2	97	0.9467969598262744
2	98	0.851248642779586
2	99	0.7513572204125936
2	100	0.6384364820846891
2	101	0.5255157437567846
2	102	0.4125950054288801
2	103	0.29967426710097567
2	104	0.1606948968512471
3	105	4.0
3	106	3.868131868131868
3	107	3.7362637362637363
3	108	3.6043956043956045
3	109	3.4725274725274726
3	110	3.318681318681319
3	111	3.120879120879121
3	112	2.879120879120879
3	113	2.6153846153846154
3	85	2.32967032967033
3	114	2.0439560439560442
3	1	1.7582417582417587
3	115	1.450549450549451
3	116	1.0329670329670333
3	117	0.5494505494505497
4	118	4.0
4	119	3.9559902200489
4	120	3.9070904645476774
4	121	3.858190709046455
4	122	3.7946210268948657
4	123	3.726161369193154
4	124	3.647921760391198
4	125	3.5696821515892423
4	126	3.486552567237164
4	127	3.3936430317848414
4	128	3.300733496332519
4	129	3.202933985330074
4	130	3.1002444987775064
4	131	2.992665036674817
4	132	2.8801955990220054
4	133	2.7628361858190713
4	134	2.6405867970660153
4	135	2.5183374083129593
4	136	2.391198044009781
4	137	2.2640586797066025
4	138	2.1320293398533017
4	102	2.000000000000001
4	139	1.8679706601467
4	140	1.7310513447432772
4	141	1.5941320293398542
4	142	1.4572127139364313
4	143	1.3202933985330083
4	144	1.1833740831295854
4	145	1.04156479217604
4	146	0.8997555012224948
4	147	0.7530562347188273
4	148	0.5965770171149154
4	149	0.43031784841075893
4	150	0.2396088019559912
5	151	4.0
5	152	3.9814671814671816
5	153	3.962934362934363
5	154	3.944401544401545
5	155	3.9258687258687264
5	156	3.904247104247105
5	157	3.8826254826254836
5	158	3.861003861003862
5	159	3.8362934362934373
5	160	3.8115830115830125
5	161	3.7868725868725877
5	162	3.75907335907336
5	163	3.728185328185329
5	164	3.6849420849420857
5	165	3.6386100386100395
5	166	3.5891891891891903
5	167	3.539768339768341
5	168	3.4872586872586884
5	169	3.4347490347490357
5	170	3.376061776061777
5	171	3.3173745173745184
5	172	3.2463320463320473
5	173	3.1752895752895762
5	174	3.101158301158302
5	175	3.027027027027028
5	176	2.949806949806951
5	177	2.8664092664092675
5	178	2.7706563706563716
5	179	2.6749034749034757
5	180	2.5760617760617768
5	181	2.467953667953669
