4784	1701	2.6645569620253173
4706	1639	4.0
575	506	3.697715289982427
3402	2007	2.932038834951457
698	196	0.23333333333333206
5475	131	1.2393162393162385
4809	1129	3.97062423500612
5996	132	3.2700941346850074
299	14	2.140503035559411
4550	1890	3.0236220472440936
3168	519	2.770949720670391
2845	578	1.6018202502844114
3946	43	3.9205298013245033
1178	628	3.28595041322314
4828	956	2.2159999999999984
1714	790	2.181303116147307
2460	714	2.810298102981029
299	182	4.0
1651	103	2.303341902313625
5304	1122	3.5367483296213815
5126	290	2.4423076923076925
6638	1984	1.0641330166270786
3008	434	4.0
132	608	1.3090909090909102
5963	826	4.0
2158	541	3.832460732984293
6340	1294	3.955801104972376
5010	65	1.3940256045519206
2678	1527	2.9182763744427938
2202	109	3.337612323491657
827	308	3.363511659807956
6292	2042	1.2000000000000004
3521	383	3.8754325259515565
3704	117	3.501483679525222
917	1022	0.36956521739130604
3971	786	2.214285714285714
202	176	3.8
1039	1675	3.68027210884354
4086	371	4.0
1875	203	3.4497607655502396
1232	868	3.707317073170732
4008	160	3.3041301627033794
1583	253	3.8781725888324874
17	187	2.56190476190476
3953	950	3.894582723279649
2997	678	3.565819861431871
3556	10	2.8240343347639474
6526	286	1.5696887686062244
695	178	0.6409861325115576
4435	106	2.2838915470494414
888	513	3.217391304347826
103	326	1.8563106796116524
2939	419	1.7747899159663851
2253	600	3.923865300146413
2529	578	1.5555555555555562
1973	71	0.5030674846625767
6515	2274	0.8338028169014104
1070	1102	2.582417582417582
1987	83	0.4302788844621539
3821	1152	2.210386151797604
3987	1714	1.622166246851386
298	496	4.0
2571	690	2.9314750290360028
6055	1758	3.104651162790696
385	1855	2.8285714285714283
2011	463	4.0
48	79	0.46930422919508935
4893	519	3.9469026548672566
1065	1870	3.4956217162872156
4287	84	3.555555555555556
4458	233	2.9454545454545458
3817	351	3.8536585365853657
262	1358	4.0
903	885	2.606451612903226
4013	298	2.991150442477876
570	221	2.0705882352941174
1324	1684	3.0306406685236773
4373	132	3.408099688473521
4715	173	3.294387170675832
3730	474	3.805104408352668
1879	773	3.2131147540983602
4460	131	3.907473309608541
5932	1314	2.5954198473282437
3724	637	0.8453608247422697
1162	2084	2.5752212389380533
4486	695	3.776824034334764
3667	872	3.9837728194726165
5652	87	3.2631578947368425
2086	564	2.728915662650603
3477	120	3.836734693877551
3358	1057	1.4580896686159845
55	687	1.456264775413713
1520	252	2.5321888412017146
1328	1626	3.9006896551724144
1064	263	4.0
5192	628	1.693548387096774
5181	1557	2.836363636363636
360	506	3.69811320754717
3024	110	2.5770308123249297
4029	176	3.8536585365853657
4877	513	3.1724137931034493
2590	308	3.108518086347725
180	1334	4.0
4482	499	3.004255319148936
879	314	2.46277665995976
2310	651	2.2569269521410584
931	415	1.866666666666666
2181	666	2.3321385902031078
1349	774	3.9285714285714284
1489	1551	3.563770794824398
5655	1599	3.870967741935484
591	128	3.592476489028213
983	289	2.3865546218487403
84	891	2.69767441860465
3795	416	4.0
5756	134	2.1176470588235294
2183	695	3.5
1784	1195	2.684310018903592
2712	2063	3.469586374695863
5646	310	3.7891036906854123
993	573	2.057416267942585
1669	107	2.4265402843601884
6460	39	3.5757575757575752
3809	1429	2.4859584859584913
4075	150	3.045822102425876
1413	908	3.5519013360739984
3747	630	4.0
4801	415	0.7676767676767677
1555	811	2.283185840707965
2181	120	3.6845878136200736
2505	11	1.1834319526627217
3594	1138	3.9178082191780823
3630	1505	0.9647696476964774
4531	232	2.718089990817262
3685	1079	4.0
2669	556	1.6727272727272733
4057	666	3.165845648604269
3246	1052	4.0
2355	119	1.9265306122448984
1729	723	3.6023952095808385
6431	353	2.778505897771953
3049	61	0.24382207578253445
396	1538	2.813008130081301
3248	483	2.589041095890411
4027	54	1.8241206030150752
1063	1951	4.0
979	1478	2.776595744680851
529	358	3.4131910766246354
418	6	3.56
1225	1278	4.0
3988	833	4.0
3781	1124	3.4710743801652892
643	1050	3.6152304609218433
877	2027	3.5213675213675213
2460	1919	3.535230352303522
2408	62	3.3111111111111113
4149	1892	2.0081967213114753
2546	1312	4.0
1470	1122	2.377142857142857
6534	393	3.771428571428571
1146	1016	3.1981566820276495
1852	489	2.4641350210970465
4015	470	3.9436052366565963
1884	201	3.793103448275861
1099	346	3.6354556803994997
6634	668	1.846153846153846
2457	40	1.9234972677595605
2516	1001	1.611510791366907
3016	205	3.2021563342318062
2934	13	2.5755395683453237
6433	805	1.2546583850931665
1611	718	3.232383808095952
5587	1061	3.4415954415954415
2326	631	0.7625899280575539
5022	682	3.8390989541432017
876	767	2.2972972972972965
5052	2039	0.7491486946651541
3760	957	3.2838427947598263
3947	673	2.8183361629881123
4210	895	3.0142857142857133
4364	416	3.503401360544218
4350	16	3.052307692307693
6296	1127	3.3382137628111286
4255	673	3.213630406290957
1573	804	2.8814589665653503
2050	803	1.1305595408895244
5821	1200	2.93233082706767
2228	920	3.3575357535753594
1317	182	2.790697674418604
936	220	4.0
6285	1804	3.5636363636363635
347	317	4.0
2301	496	2.083769633507853
34	139	3.6287534121929026
2709	1559	3.113253012048193
5439	95	0.9298245614035092
250	1601	2.579281183932347
4829	92	2.401937046004843
2446	139	3.7246653919694097
4206	1042	1.466666666666666
396	1537	3.495934959349593
72	284	3.626943005181347
4475	994	2.7857142857142843
5200	1282	3.4189189189189184
5944	120	3.861333333333333
5544	463	3.953216374269006
1585	284	3.4968017057569294
1884	205	1.543103448275861
2951	1639	2.9974424552429677
2457	467	2.569867291178765
4299	733	3.3983999999999988
4594	1620	2.260869565217392
3320	1970	1.528399311531841
5096	1105	3.1350164654226123
5186	138	0.5351724137931033
5818	825	2.895522388059701
1206	738	3.7948717948717947
724	131	2.079126875852661
2120	577	3.876606683804627
5655	818	2.761290322580645
644	1699	2.295081967213115
228	499	2.9034749034749057
4749	510	3.5708390646492427
2421	1152	3.3406593406593412
415	1168	2.3846153846153846
1467	325	3.896028880866427
3361	916	3.6154873164218957
3414	1551	1.1612903225806448
3451	671	1.5746201966041096
41	522	3.0684931506849313
